date,sol_close,lite_close,eth_close,doge_close,btc_close,bnb_close,ada_close
2022-04-13 0:00,104.94,110.5,3118.28,0.1399,41147.79,423.4,0.974
2022-04-12 0:00,103.22,104.8,3027.66,0.138,40074.94,413.6,0.955
2022-04-11 0:00,99.67,102.4,2979.74,0.1341,39530.45,394.6,0.92
2022-04-10 0:00,111.07,110.3,3203.04,0.1482,42158.85,418.1,1.027
2022-04-09 0:00,112.96,112.7,3258.57,0.1442,42753.97,426.6,1.045
2022-04-08 0:00,109.92,110.7,3192.39,0.1424,42252.01,421.5,1.024
2022-04-07 0:00,118.48,114.1,3227.19,0.1459,43444.19,436,1.089
2022-04-06 0:00,112.95,111.7,3168.51,0.1433,43170.47,420.1,1.052
2022-04-05 0:00,126.87,122.7,3406.99,0.1727,45497.55,444.7,1.171
2022-04-04 0:00,132.14,124.8,3519.5,0.1485,46580.51,447.6,1.212
2022-04-03 0:00,136.9,128.7,3521.91,0.1466,46407.35,450.4,1.186
2022-04-02 0:00,132.49,124.8,3443.77,0.1387,45811,437.2,1.155
2022-04-01 0:00,134.52,124.8,3455.21,0.1413,46283.49,447.7,1.165
2022-03-31 0:00,122.77,123.8,3281.51,0.1381,45510.34,428.9,1.141
2022-03-30 0:00,120.82,131.1,3385.79,0.1432,47067.99,442.1,1.189
2022-03-29 0:00,111.62,130.1,3400.51,0.1444,47434.8,434.2,1.191
2022-03-28 0:00,105.75,127.6,3332.92,0.1425,47122.21,430.2,1.17
2022-03-27 0:00,107.04,129.7,3295.65,0.1448,46827.76,430.5,1.184
2022-03-26 0:00,101.73,124.8,3145,0.136,44511.27,415.8,1.152
2022-03-25 0:00,98.6,123.9,3102.14,0.1308,44313.16,410.3,1.096
2022-03-24 0:00,102.32,126.5,3110.76,0.1368,43991.46,414.2,1.131
2022-03-23 0:00,94.89,122.4,3036,0.1298,42882.76,408.4,1.108
2022-03-22 0:00,90.43,122.7,2969.64,0.1224,42364.13,404.3,0.975
2022-03-21 0:00,88.59,116,2890.03,0.1192,41002.25,396,0.917
2022-03-20 0:00,88.62,114.9,2861.38,0.1191,41262.11,390.8,0.879
2022-03-19 0:00,92.31,116.8,2950.84,0.1236,42201.13,399.9,0.903
2022-03-18 0:00,89.8,111.9,2938.92,0.1191,41757.51,397.2,0.851
2022-03-17 0:00,87.8,110.2,2811.92,0.1163,40917.9,391.8,0.835
2022-03-16 0:00,87.77,111.4,2773.81,0.1171,41114,385.4,0.838
2022-03-15 0:00,82.84,106.8,2617.73,0.1126,39280.33,371.7,0.8
2022-03-14 0:00,81.22,105.6,2589.41,0.1139,39671.37,373.4,0.802
2022-03-13 0:00,78.73,101.7,2515.65,0.1114,37777.34,361.4,0.786
2022-03-12 0:00,81.38,105.6,2568.8,0.1147,38807.36,372.4,0.789
2022-03-11 0:00,80.67,104.6,2556.86,0.1155,38729.57,371.9,0.788
2022-03-10 0:00,82.87,102.5,2606.7,0.1169,39422,372,0.807
2022-03-09 0:00,88.06,106.9,2726.98,0.1215,41941.71,393.2,0.849
2022-03-08 0:00,82.32,100.7,2575.97,0.117,38730.63,381.4,0.802
2022-03-07 0:00,81.66,98.4,2491.12,0.1167,37988,380.6,0.793
2022-03-06 0:00,84.57,101.1,2551.29,0.1207,38420.81,375,0.823
2022-03-05 0:00,89.63,104.9,2665.15,0.125,39397.96,384.7,0.864
2022-03-04 0:00,88.32,101,2622.1,0.1226,39148.66,374.2,0.844
2022-03-03 0:00,95.62,111.7,2833.99,0.1297,42454,402.6,0.903
2022-03-02 0:00,100.68,110.3,2947.3,0.133,43892.98,409.3,0.939
2022-03-01 0:00,98.66,112.5,2976.33,0.134,44421.2,408.7,0.963
2022-02-28 0:00,99.68,113.7,2920.95,0.1335,43160,395.6,0.962
2022-02-27 0:00,85.63,102.9,2616.79,0.1229,37699.07,360.1,0.856
2022-02-26 0:00,90.23,108.2,2779.47,0.1276,39116.72,373.7,0.887
2022-02-25 0:00,92.71,109.2,2768.49,0.1276,39219.17,375,0.898
2022-02-24 0:00,89.36,104.1,2596.2,0.1241,38327.21,361.2,0.853
2022-02-23 0:00,84.59,105.4,2579.71,0.1273,37250.01,365.6,0.866
2022-02-22 0:00,86.38,107.4,2636.29,0.1313,38230.33,374.3,0.888
2022-02-21 0:00,82.96,102.8,2568.02,0.1282,37008.16,356.6,0.856
2022-02-20 0:00,90.72,110.6,2621.99,0.1366,38386.89,380.6,0.931
2022-02-19 0:00,91.27,115.5,2763.63,0.1409,40079.17,399.8,0.996
2022-02-18 0:00,89.86,114.9,2779.48,0.1386,39974.44,399.2,0.995
2022-02-17 0:00,93.52,116.3,2891.87,0.1383,40515.7,402.4,1.02
2022-02-16 0:00,101.86,127.7,3122.3,0.1487,43873.56,427.3,1.082
2022-02-15 0:00,105.52,131.5,3183.52,0.1517,44544.86,432.4,1.107
2022-02-14 0:00,96.37,124.6,2929.75,0.1457,42535.94,403.4,1.049
2022-02-13 0:00,92.85,125.6,2871.13,0.148,42053.66,397.9,1.042
2022-02-12 0:00,95.96,126.7,2918.88,0.1444,42217.87,403.6,1.059
2022-02-11 0:00,96.53,125.6,2927.54,0.1446,42373.73,400,1.079
2022-02-10 0:00,106.17,134.6,3072.49,0.1514,43495.44,414.7,1.15
2022-02-09 0:00,113.93,140.1,3243.94,0.1594,44372.72,422.9,1.195
2022-02-08 0:00,113.45,133.7,3116.69,0.1581,44042.99,407.8,1.176
2022-02-07 0:00,117.55,137.4,3139.77,0.1653,43839.99,433.5,1.199
2022-02-06 0:00,115.28,127.6,3054.99,0.1539,42380.87,419.9,1.143
2022-02-05 0:00,113.75,121.7,3012.65,0.1469,41382.59,413.7,1.125
2022-02-04 0:00,112.62,121.3,2994.99,0.1478,41574.25,399.5,1.138
2022-02-03 0:00,101.77,111,2695.46,0.1379,37311.61,372.3,1.061
2022-02-02 0:00,101.88,108.3,2680.67,0.137,36896.36,366.9,1.027
2022-02-01 0:00,110.02,115,2787.23,0.1423,38694.59,384.2,1.096
2022-01-31 0:00,99.49,109.5,2686.94,0.1415,38466.9,374.3,1.051
2022-01-30 0:00,93.29,108.6,2601.68,0.1391,37881.76,377.2,1.035
2022-01-29 0:00,96.13,110.8,2601.43,0.143,38166.84,389.3,1.059
2022-01-28 0:00,91.34,109.4,2544.99,0.1414,37716.56,385.9,1.048
2022-01-27 0:00,89.51,106.9,2424.25,0.1414,37160.1,389.9,1.042
2022-01-26 0:00,92.12,106.9,2462.99,0.1431,36809.34,375.1,1.077
2022-01-25 0:00,94.67,107.8,2458.83,0.1427,36958.32,385.1,1.043
2022-01-24 0:00,91.93,109.5,2439.29,0.1373,36660.35,371.3,1.065
2022-01-23 0:00,99.78,112.3,2539.01,0.1418,36244.55,383.9,1.124
2022-01-22 0:00,94.54,108.4,2412.18,0.1332,35071.42,358.3,1.071
2022-01-21 0:00,112.27,114.5,2568.15,0.1419,36445.31,383.9,1.12
2022-01-20 0:00,127.54,129.7,3001.48,0.1553,40680.91,440.2,1.259
2022-01-19 0:00,135.25,136.2,3084.02,0.1615,41660.01,461.9,1.337
2022-01-18 0:00,141.22,141.5,3159.85,0.1651,42352.12,471.4,1.458
2022-01-17 0:00,139.8,151.2,3209.67,0.1708,42201.62,475.2,1.603
2022-01-16 0:00,147.98,146.4,3346.88,0.1766,43071.66,498.6,1.41
2022-01-15 0:00,147.64,147.7,3326.04,0.1845,43084.29,494.5,1.291
2022-01-14 0:00,146.17,144.7,3307.42,0.1832,43059.96,490,1.292
2022-01-13 0:00,146.14,136.7,3240.61,0.1717,42560.11,475.2,1.233
2022-01-12 0:00,151.51,141.9,3371.26,0.1628,43902.66,487.8,1.312
2022-01-11 0:00,140.2,131.6,3239.72,0.1538,42729.29,463.6,1.187
2022-01-10 0:00,135.86,126.5,3082.68,0.1431,41822.49,424.7,1.123
2022-01-09 0:00,140.82,130.9,3151.97,0.1505,41864.62,438.7,1.17
2022-01-08 0:00,142.14,129.4,3080.95,0.1509,41679.74,429.9,1.181
2022-01-07 0:00,136.45,131.4,3199.24,0.155,41566.48,448.1,1.21
2022-01-06 0:00,150.26,135.9,3406.81,0.1599,43082.31,472.6,1.28
2022-01-05 0:00,154.52,135.4,3540.63,0.159,43451.13,474.1,1.23
2022-01-04 0:00,167.72,146.5,3785.11,0.1684,45832.01,506.9,1.309
2022-01-03 0:00,170.15,148.5,3765.89,0.1703,46446.1,511.9,1.319
2022-01-02 0:00,176.35,151.2,3828.27,0.1745,47286.18,531,1.377
2022-01-01 0:00,179.06,150.8,3765.54,0.1732,47722.65,527.3,1.38
2021-12-31 0:00,169.99,146.3,3676.23,0.1703,46216.93,511.4,1.308
2021-12-30 0:00,172.52,148,3709.27,0.1711,47120.87,518.5,1.359
2021-12-29 0:00,170.63,145.5,3630.19,0.168,46464.66,514.5,1.332
2021-12-28 0:00,177.32,145.7,3792.75,0.1739,47543.74,534.2,1.4
2021-12-27 0:00,195.67,155.9,4037.23,0.1879,50701.44,563.7,1.516
2021-12-26 0:00,197.81,155.7,4063.56,0.1898,50775.49,546.4,1.455
2021-12-25 0:00,193.1,157.8,4094.83,0.1908,50399.66,547.4,1.452
2021-12-24 0:00,190.36,161.2,4046.36,0.1862,50820,542.1,1.392
2021-12-23 0:00,190.03,163.6,4111.41,0.185,50838.81,549,1.475
2021-12-22 0:00,178.4,155.4,3979.51,0.173,48588.16,533.6,1.327
2021-12-21 0:00,179.63,154.7,4014.15,0.1707,48889.88,528.3,1.28
2021-12-20 0:00,173.9,152.6,3944.73,0.1671,46914.16,524,1.237
2021-12-19 0:00,179.93,153.2,3924.14,0.1694,46681.23,529.8,1.243
2021-12-18 0:00,182.78,148.6,3959.93,0.1723,46834.48,533.9,1.242
2021-12-17 0:00,175.51,144.1,3875.42,0.1685,46131.2,525.5,1.218
2021-12-16 0:00,176.86,148.9,3958.11,0.1732,47632.38,526.2,1.24
2021-12-15 0:00,178.52,153.6,4019.08,0.1808,48864.98,541.1,1.311
2021-12-14 0:00,161.26,150.4,3858.99,0.1909,48343.28,528.1,1.266
2021-12-13 0:00,155.21,144.6,3781.93,0.1573,46702.75,521,1.223
2021-12-12 0:00,172.8,159,4130,0.1697,50053.9,570.3,1.346
2021-12-11 0:00,172.15,158,4089.37,0.1689,49389.99,564.5,1.354
2021-12-10 0:00,167.39,148.3,3897.94,0.1641,47140.54,552.4,1.211
2021-12-09 0:00,181.11,151.3,4105.64,0.1691,47545.59,570.2,1.289
2021-12-08 0:00,194.61,165.1,4436.91,0.179,50471.19,607.2,1.396
2021-12-07 0:00,190.19,161.8,4306.4,0.1762,50588.95,578.7,1.378
2021-12-06 0:00,193.56,161.3,4347.59,0.1776,50441.92,587.5,1.42
2021-12-05 0:00,196.43,156.3,4196.44,0.1712,49396.33,557.8,1.378
2021-12-04 0:00,200.67,162.7,4117.25,0.1781,49152.47,568.6,1.42
2021-12-03 0:00,211.65,188,4215.73,0.1999,53601.05,595,1.556
2021-12-02 0:00,233.6,203.5,4511.21,0.2095,56480.34,619.9,1.719
2021-12-01 0:00,229.81,208.8,4582.95,0.2093,57184.07,627.5,1.548
2021-11-30 0:00,208.53,207.8,4630.26,0.2147,56950.56,622.5,1.554
2021-11-29 0:00,204.09,205.5,4444.53,0.215,57776.25,623.4,1.601
2021-11-28 0:00,200.69,199.5,4294.78,0.2073,57274.88,611.3,1.594
2021-11-27 0:00,192.74,195.1,4095.29,0.2049,54721.03,599.9,1.543
2021-11-26 0:00,192.42,195.7,4041.2,0.2016,53726.53,587.3,1.533
2021-11-25 0:00,209.97,222.9,4524.85,0.2209,58960.36,639.1,1.675
2021-11-24 0:00,205.7,212.2,4269.36,0.217,57138.29,590.3,1.666
2021-11-23 0:00,221.75,216.2,4339.44,0.2266,57541.27,591.1,1.751
2021-11-22 0:00,215.59,209.1,4085.97,0.2195,56247.18,559.3,1.776
2021-11-21 0:00,230.51,221.1,4258.31,0.2255,58622.02,584,1.835
2021-11-20 0:00,217.63,226.8,4412.17,0.233,59707.51,604.3,1.922
2021-11-19 0:00,215.25,217.9,4294.76,0.2329,58052.24,581,1.863
2021-11-18 0:00,195.01,204.2,3996.9,0.2208,56891.62,531.8,1.786
2021-11-17 0:00,218.94,229.6,4287.8,0.2374,60344.87,578,1.876
2021-11-16 0:00,219.04,230.2,4209.76,0.2365,60058.87,588.7,1.874
2021-11-15 0:00,238.2,263,4563.78,0.2566,63606.74,633.8,2.017
2021-11-14 0:00,238.64,279.3,4626.5,0.2628,65519.1,650.8,2.04
2021-11-13 0:00,241.59,257.7,4644.28,0.2613,64380,649.5,2.05
2021-11-12 0:00,228.48,251.2,4665.46,0.2593,64122.23,626.9,2.045
2021-11-11 0:00,233.37,262.3,4719,0.2605,64774.26,628.4,2.079
2021-11-10 0:00,233.09,260.4,4628.78,0.2553,64882.43,614.1,2.097
2021-11-09 0:00,239.04,262,4732.33,0.2736,66947.66,635,2.27
2021-11-08 0:00,248.26,229,4807.98,0.2819,67525.83,653.5,2.125
2021-11-07 0:00,249.68,202,4612.59,0.2664,63273.59,649.6,2.021
2021-11-06 0:00,258.44,197.6,4518,0.2618,61470.61,637.7,2.005
2021-11-05 0:00,236.06,198.9,4474.24,0.2609,60937.12,607.3,1.982
2021-11-04 0:00,247.07,202.6,4532.32,0.263,61395.01,558.7,1.983
2021-11-03 0:00,243.37,207.3,4603.35,0.2689,62896.48,568.4,2.063
2021-11-02 0:00,220.82,200.9,4589.89,0.2739,63219.99,554.4,1.971
2021-11-01 0:00,203.9,197.6,4319.43,0.2716,60911.11,551.3,1.949
2021-10-31 0:00,202.49,191.9,4287.21,0.28,61299.8,524.6,1.964
2021-10-30 0:00,195.7,190.2,4322.68,0.269,61859.19,528.3,1.955
2021-10-29 0:00,200.41,196.7,4418.89,0.2882,62253.71,530.3,2.015
2021-10-28 0:00,195.42,189.8,4286.02,0.2997,60575.89,491.9,1.987
2021-10-27 0:00,184.49,179.3,3922,0.2379,58413.44,448.7,1.912
2021-10-26 0:00,199.85,197.6,4131.52,0.2559,60328.81,478.1,2.137
2021-10-25 0:00,209.7,195.5,4220.37,0.2651,63078.78,485.1,2.144
2021-10-24 0:00,202.14,190.4,4082.33,0.2756,60852.22,475.8,2.12
2021-10-23 0:00,197.75,196.3,4167.12,0.2511,61286.75,485.5,2.166
2021-10-22 0:00,196.29,191,3972.2,0.2446,60688.22,479.3,2.156
2021-10-21 0:00,190.5,196.8,4052.99,0.2424,62193.15,470.9,2.137
2021-10-20 0:00,176.72,207.3,4161.15,0.2548,66001.41,501.3,2.19
2021-10-19 0:00,155.78,188.8,3877.03,0.2454,64280.59,488.1,2.11
2021-10-18 0:00,157.12,185.6,3744.96,0.2474,62009.84,484.9,2.128
2021-10-17 0:00,160.12,183.7,3846.85,0.2378,61528.33,470.9,2.158
2021-10-16 0:00,157.54,186,3829.96,0.2372,60875.57,465.8,2.179
2021-10-15 0:00,163.18,189.6,3868.99,0.234,61672.42,474.5,2.218
2021-10-14 0:00,150.02,181.3,3790.82,0.2325,57347.94,472.7,2.172
2021-10-13 0:00,148.04,177.6,3607.42,0.2326,57367,470.8,2.19
2021-10-12 0:00,152.32,172.6,3491.46,0.2261,55996.93,444.2,2.118
2021-10-11 0:00,144.77,179.1,3542.12,0.2312,57471.35,413.1,2.171
2021-10-10 0:00,147.55,174.8,3414.22,0.2288,54659,404.1,2.189
2021-10-09 0:00,156.84,179.9,3574.82,0.2467,54949.72,421.9,2.268
2021-10-08 0:00,158.86,175.9,3563.13,0.2441,53951.43,419.2,2.237
2021-10-07 0:00,154.26,178.6,3587.47,0.2428,53785.22,438.5,2.278
2021-10-06 0:00,153.87,178.5,3574.89,0.2541,55315,434.9,2.209
2021-10-05 0:00,164.62,173.8,3515.27,0.2516,51471.99,442.1,2.233
2021-10-04 0:00,167.13,167.5,3386.31,0.2414,49224.94,426.3,2.191
2021-10-03 0:00,172.98,170.5,3417.73,0.2218,48200.01,430.5,2.251
2021-10-02 0:00,168.98,168.9,3387.76,0.2185,47634.9,427.1,2.247
2021-10-01 0:00,161.56,166.2,3309.91,0.2226,48141.61,421.5,2.256
2021-09-30 0:00,141.37,153.3,3000.61,0.2042,43824.1,387.5,2.115
2021-09-29 0:00,135.25,144.7,2850.45,0.1987,41524.28,367.7,2.066
2021-09-28 0:00,132.2,140.6,2804.91,0.1965,41026.54,333,2.037
2021-09-27 0:00,136.35,145,2925.59,0.1997,42147.35,335.5,2.13
2021-09-26 0:00,135.64,150.7,3059.37,0.205,43160.9,344,2.207
2021-09-25 0:00,136.06,151,2921.73,0.2083,42670.64,349.6,2.3
2021-09-24 0:00,139.13,152.1,2928.53,0.2091,42810.57,355,2.277
2021-09-23 0:00,149.91,163.9,3152.5,0.2246,44865.26,383.5,2.327
2021-09-22 0:00,148.02,161.4,3076.92,0.2245,43543.61,379,2.257
2021-09-21 0:00,124.29,148.5,2765.9,0.2009,40734.38,344.4,1.986
